epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,9095.66,0.56264,0.33537,0.80706,0.95776,0.8281,0.89945,0.75554,0.66007,0.47069,0.85957,0.000209073,0.000209073,0.000209073
58,9238.01,0.56796,0.34293,0.81534,0.9729,0.8134,0.89872,0.75552,0.66003,0.46314,0.85928,0.000183772,0.000183772,0.000183772
59,9379.3,0.56011,0.33322,0.81205,0.96568,0.82282,0.9018,0.75824,0.65808,0.45893,0.85907,0.000160136,0.000160136,0.000160136
60,9523.2,0.55767,0.33459,0.81148,0.97018,0.81247,0.89779,0.75455,0.6581,0.46373,0.85954,0.00013821,0.00013821,0.00013821
61,9666.4,0.5457,0.32097,0.80717,0.96679,0.81342,0.89553,0.75474,0.64126,0.47045,0.85705,0.000118041,0.000118041,0.000118041
62,9803.77,0.5346,0.3159,0.8072,0.94685,0.82659,0.89842,0.75501,0.65327,0.46551,0.8583,9.96675e-05,9.96675e-05,9.96675e-05
63,9940.94,0.54288,0.31364,0.81189,0.97503,0.80842,0.8995,0.75663,0.65293,0.45801,0.85845,8.31275e-05,8.31275e-05,8.31275e-05
64,10075.2,0.54044,0.31552,0.80987,0.95582,0.82395,0.89912,0.7552,0.65561,0.4542,0.85879,6.8454e-05,6.8454e-05,6.8454e-05
65,10209.3,0.52984,0.30986,0.80837,0.96991,0.81836,0.90089,0.75808,0.65477,0.45637,0.85804,5.56768e-05,5.56768e-05,5.56768e-05
66,10344.6,0.53447,0.30641,0.80833,0.96669,0.81864,0.90014,0.75779,0.65522,0.45732,0.85817,4.48214e-05,4.48214e-05,4.48214e-05
67,10480.9,0.52938,0.31452,0.80944,0.96527,0.82089,0.89847,0.756,0.65293,0.45418,0.85772,3.59097e-05,3.59097e-05,3.59097e-05
68,10615.2,0.527,0.30488,0.80459,0.96984,0.81845,0.89873,0.7569,0.65144,0.45886,0.85735,2.89597e-05,2.89597e-05,2.89597e-05
69,10751.3,0.53133,0.30943,0.80777,0.96982,0.81759,0.90011,0.75855,0.64851,0.45321,0.85709,2.39854e-05,2.39854e-05,2.39854e-05
70,10889.8,0.53267,0.30664,0.80601,0.96973,0.81905,0.90218,0.75853,0.65317,0.45286,0.85787,2.09969e-05,2.09969e-05,2.09969e-05
